5918	27.457531	42.530564
3911	27.470381	42.49662
3279	27.468596	42.503633
2050	27.468989	42.496239
1790	27.46968	42.497883
5319	27.471815	42.491857
4111	27.397819	42.466267
3093	27.466172	42.496326
1074	27.482129	42.501323
3158	27.462541	42.502832
2942	27.471815	42.491857
1115	27.472269	42.493463
4039	27.476387	42.493115
2986	27.472693	42.493494
6094	27.47608	42.511646
607	27.470708	42.497817
4759	27.451062	42.514709
3947	27.447799	42.527663
4960	27.482268	42.494762
4962	27.472693	42.493494
3191	27.47725	42.490799
4113	27.47325	42.492846
2049	27.475082	42.492316
4171	27.461629	42.520754
3226	27.521877	42.561657
3267	27.468982	42.502346
3223	27.379808	42.48539
3268	27.459883	42.523299
3269	27.464053	42.492714
3266	27.410068	42.455789
3271	27.454032	42.524199
3243	27.372307	42.517224
3922	27.420774	42.462631
3270	27.473255	42.50296
3222	27.439885	42.475247
3194	27.467385	42.511211
5701	27.42048	42.458583
4648	27.467445	42.524618
4462	27.470978	42.500075
2468	27.473267	42.492944
3892	27.474238	42.49192
3893	27.468622	42.503758
3875	27.469624	42.498023
3151	27.471689	42.493202
4784	27.457795	42.518773
3190	27.464928	42.511424
5445	27.4794	42.511773
3852	27.470095	42.496219
1982	27.471589	42.497887
3252	27.470002	42.50785
4708	27.415298	42.450564
3914	27.43734	42.522182
4527	27.466018	42.496387
4463	27.469353	42.494242
3322	27.478291	42.493956
4112	27.476296	42.495199
5298	27.469396	42.494184
467	27.475502	42.493681
441	27.468704	42.495282
1359	27.478049	42.494105
442	27.477809	42.503417
5334	27.472002	42.50101
2959	27.477308	42.494727
596	27.46968	42.497883
448	27.472683	42.492606
445	27.47574	42.494748
446	27.475141	42.494585
514	27.474817	42.496112
978	27.46968	42.497883
2894	27.476385	42.491633
952	27.476772	42.491771
515	27.474437	42.494601
1063	27.474925	42.495788
4286	27.471391	42.493509
2053	27.465202	42.497108
2398	27.475132	42.493906
2399	27.468073	42.496695
1864	27.466018	42.496387
453	27.474509	42.493764
447	27.472922	42.492014
1347	27.469322	42.494187
516	27.47472	42.494432
1680	27.474102	42.494305
443	27.476387	42.493115
2029	27.473473	42.494135
452	27.471628	42.492776
2884	27.474259	42.493423
4895	27.472948	42.494
5795	27.473068	42.509116
4764	27.471068	42.506706
5652	27.47325	42.495899
2480	27.472089	42.494819
3766	27.421506	42.459025
1480	27.472271	42.494385
6065	27.476534	42.493419
3257	27.479418	42.494442
3730	27.482895	42.498373
5934	27.470748	42.494553
967	27.472331	42.495149
6064	27.474632	42.493617
1936	27.468582	42.49667
5081	27.453868	42.521421
4212	27.470172	42.494981
5489	27.414084	42.461738
4542	27.470285	42.499017
4641	27.468897	42.500758
1802	27.476552	42.491695
5707	27.478872	42.500065
3743	27.41684	42.461372
4656	27.405786	42.457633
1782	27.478055	42.493805
4543	27.471181	42.495591
4161	27.468864	42.496728
4031	27.468679	42.50331
2772	27.476511	42.491961
1084	27.476465	42.493521
4916	27.458076	42.502986
1475	27.469591	42.493166
6120	27.472019	42.492889
6121	27.472037	42.4929
6113	27.472037	42.4929
2888	27.472089	42.494819
4537	27.470323	42.50344
5265	27.474568	42.51102
5303	27.475666	42.495866
1025	27.47265	42.49482
3890	27.478675	42.49878
4675	27.47975	42.501303
1788	27.453899	42.524394
1851	27.477631	42.505092
4143	27.470721	42.500761
5452	27.478569	42.50549
4229	27.641489	42.555502
1391	27.476447	42.493948
4133	27.470748	42.494553
1132	27.477264	42.494053
4658	27.405172	42.460374
5306	27.530617	42.563054
5857	27.468947	42.496742
4153	27.47191	42.4919
1908	27.469	42.490916
5447	27.47302	42.494199
5488	27.470791	42.507879
3096	27.47325	42.492846
3332	27.469632	42.494205
3007	27.468792	42.491596
3189	27.468607	42.50373
3203	27.470382	42.496502
3202	27.470441	42.496511
1393	27.472218	42.494498
3661	27.469859	42.498926
1129	27.471921	42.495195
5147	27.477829	42.498339
5398	27.470609	42.496953
2962	27.474026	42.492633
3855	27.473247	42.492943
1123	27.471608	42.495007
3009	27.47011	42.495127
4556	27.472361	42.49192
4650	27.469153	42.514628
3747	27.402955	42.459755
4786	27.478369	42.50295
5335	27.474763	42.494742
5495	27.463272	42.530562
4554	27.470237	42.505302
1648	27.469732	42.503119
1935	27.474949	42.495997
1481	27.470609	42.496953
1639	27.469385	42.493922
5361	27.470121	42.493034
4154	27.466677	42.49275
5254	27.451273	42.520099
4677	27.474931	42.505931
4674	27.479736	42.501504
5933	27.475666	42.495866
1839	27.476778	42.503094
4785	27.478761	42.502622
4142	27.468941	42.50254
1477	27.468026	42.493791
4752	27.414822	42.452223
2996	27.476667	42.495655
1776	27.473639	42.492347
3891	27.467489	42.50541
4790	27.44665	42.518538
4676	27.47442	42.505792
4903	27.4562	42.527044
2591	27.472317	42.494276
4847	27.467361	42.511201
4846	27.467395	42.511189
6111	27.478827	42.500649
3357	27.472819	42.492279
3358	27.470974	42.496192
4167	27.470295	42.494928
1976	27.479997	42.494306
5814	27.46353	42.495511
5494	27.466464	42.498791
4513	27.468642	42.494117
3910	27.464948	42.492263
2358	27.455333	42.522492
5523	27.457199	42.516062
5729	27.475793	42.510469
4523	27.478337	42.491569
5305	27.530617	42.563054
4640	27.465522	42.502712
3876	27.475364	42.493002
3090	27.475364	42.493002
1403	27.470246	42.495562
3728	27.479877	42.501393
6063	27.47325	42.492846
1838	27.474086	42.498927
5465	27.473209	42.49768
4999	27.471971	42.492883
2967	27.469175	42.504261
5578	27.457562	42.53067
4555	27.472361	42.49192
2452	27.478842	42.492057
1439	27.474972	42.493662
499	27.471474	42.496277
500	27.461919	42.517061
3263	27.458381	42.516868
4151	27.470682	42.494471
3262	27.458425	42.527154
3196	27.475541	42.504145
4717	27.454521	42.51725
3218	27.473611	42.496209
1587	27.470455	42.496098
1589	27.468549	42.50689
2909	27.456102	42.517594
6066	27.465178	42.496775
6112	27.480092	42.494656
5706	27.480092	42.494656
4854	27.483515	42.50381
5555	27.457747	42.530726
1928	27.468161	42.492642
2116	27.469731	42.503381
1620	27.458367	42.516866
4139	27.469015	42.500061
2324	27.419337	42.465854
5668	27.478827	42.500649
2886	27.467489	42.50541
5238	27.451854	42.521139
4998	27.454177	42.528753
1412	27.475617	42.494074
4357	27.52124	42.56183
1467	27.453265	42.515082
3304	27.473367	42.503443
3290	27.470774	42.495275
1456	27.47011	42.495127
1644	27.450258	42.516817
4833	27.41848	42.457605
5501	27.528419	42.563023
3799	27.474301	42.492802
2903	27.477836	42.492769
4202	27.475947	42.496047
3083	27.476541	42.491426
1553	27.604764	42.56391
4749	27.47445	42.500242
1455	27.472913	42.4939
4669	27.477917	42.508154
3253	27.464567	42.53015
5043	27.406744	42.457495
1452	27.47925	42.494223
2833	27.481603	42.503948
4839	27.474455	42.492029
4691	27.480907	42.492466
1585	27.478418	42.494267
4716	27.450327	42.521304
1409	27.474832	42.494308
1410	27.480589	42.494405
5374	27.45195	42.51523
4643	27.46578	42.515395
5497	27.519578	42.559746
5257	27.412385	42.45341
5255	27.412385	42.45341
4430	27.475113	42.495866
4975	27.476404	42.493623
4239	27.471024	42.5062
2852	27.472218	42.494498
1408	27.475071	42.494172
4601	27.478295	42.502613
4680	27.478593	42.491334
4679	27.478593	42.491334
2818	27.470477	42.494294
5253	27.451273	42.520099
3134	27.479712	42.492636
4589	27.468792	42.491596
4750	27.472773	42.501634
1646	27.452923	42.515611
4544	27.47098	42.495553
4156	27.46948	42.50562
4681	27.473091	42.492387
3948	27.476615	42.493596
5496	27.47506	42.494287
2491	27.473833	42.492634
5498	27.523118	42.559003
5479	27.51788	42.557509
1435	27.469472	42.493133
4561	27.461482	42.52
1441	27.476331	42.493933
5590	27.470197	42.503737
5250	27.472862	42.492166
4718	27.476144	42.495351
3256	27.475702	42.490836
4191	27.477296	42.494047
4337	27.462627	42.526676
3201	27.470495	42.496504
2467	27.473254	42.492887
5094	27.479997	42.494306
1461	27.475483	42.493848
1462	27.468641	42.498801
2000	27.450258	42.516817
4751	27.475666	42.495866
5446	27.46868	42.504858
3949	27.455617	42.517901
3905	27.47256	42.490991
3963	27.483511	42.503663
4152	27.468664	42.503584
4602	27.478187	42.502724
4124	27.482358	42.504189
4374	27.471589	42.497887
4678	27.464706	42.523078
4562	27.4822	42.498823
3620	27.482072	42.493113
4649	27.476757	42.495519
4848	27.474104	42.495865
1204	27.468036	42.492276
1852	27.469352	42.494419
4969	27.678656	42.64469
461	27.482698	42.498433
465	27.469306	42.494405
5648	24.746679	42.136214
5773	24.748784	42.145674
3861	24.744562	42.138206
1825	24.75112	42.147013
2057	24.749107	42.141177
2114	24.753474	42.149119
1991	24.745342	42.142564
4464	24.747641	42.139491
6000	24.754741	42.122103
4857	24.752893	42.144466
5797	24.751643	42.149304
2143	24.747539	42.150099
2175	24.749344	42.143147
6009	24.749971	42.14473
2427	24.748936	42.156225
1992	24.749467	42.159942
2989	24.712629	42.155355
5878	24.745541	42.148323
2104	24.745432	42.155892
3625	24.745432	42.155892
3814	24.748981	42.143627
4425	24.755391	42.158763
4461	24.790669	42.13017
2426	24.735075	42.157916
2741	24.763361	42.139056
3916	24.718814	42.151568
5769	24.756417	42.141874
5026	24.75393	42.148624
6131	24.741536	42.129778
4473	24.751134	42.141322
2494	24.749477	42.151132
2119	24.751735	42.148119
2318	24.7478	42.130334
2105	24.737992	42.148565
2106	24.72428	42.136533
2644	24.768837	42.136959
5087	24.753688	42.136023
5617	24.766612	42.14252
4032	24.749668	42.139841
5909	24.784136	42.142325
4033	24.744562	42.138206
5719	24.71841	42.145992
6086	24.746679	42.136214
5071	24.735075	42.157916
3084	24.766243	42.129573
5086	24.711765	42.134177
2647	24.741295	42.137589
5089	24.749329	42.145256
2648	24.747403	42.135781
5088	24.743331	42.142457
5090	24.789669	42.131098
4629	24.745342	42.155858
3085	24.71513	42.504173
5597	24.735075	42.157916
2656	24.76923	42.136198
5084	24.785727	42.137858
2652	24.715039	42.147773
6060	24.748709	42.146358
5104	24.711771	42.500635
5105	24.714197	42.500861
6016	24.770138	42.152555
2654	24.763798	42.162763
5108	24.78577	42.144405
6062	24.748487	42.146231
2830	24.749147	42.143697
1868	24.753688	42.136023
5249	24.757126	42.139276
1881	24.749229	42.148165
6058	24.753813	42.142739
3170	24.75241	42.149801
2032	24.75107	42.147629
2384	24.745222	42.151497
1885	24.75185	42.149944
1889	24.745957	42.139415
6070	24.744048	42.140655
5402	24.752733	42.142904
1829	24.751735	42.148119
3284	24.751163	42.148842
1883	24.750904	42.150455
1819	24.748771	42.146264
1821	24.752671	42.149556
1975	24.750904	42.150455
1820	24.752041	42.148214
5472	24.749281	42.14821
4129	24.750775	42.14892
5929	24.744291	42.140073
2855	24.753352	42.149216
2120	24.745557	42.143056
2785	24.748641	42.138275
1865	24.748038	42.145706
4466	24.749071	42.149225
1830	24.753108	42.150013
1895	24.745222	42.151497
1891	24.753087	42.145356
5588	24.74782	42.144346
1886	24.753649	42.149777
6040	24.75343	42.148829
2779	24.75206	42.150441
5733	24.751681	42.148847
4472	24.752386	42.149218
2393	24.752632	42.150328
1894	24.753329	42.149799
2391	24.752516	42.147358
2386	24.749558	42.147724
3780	24.749965	42.149908
2396	24.841308	42.067074
2035	24.748348	42.139589
2778	24.75176	42.14975
6052	24.747622	42.14623
1993	24.751068	42.138286
2395	24.742886	42.149083
5944	24.752733	42.142904
1884	24.74653	42.155341
1882	24.75092	42.143622
5794	24.753886	42.147552
2033	24.753863	42.14907
4474	24.747726	42.149711
1887	24.752307	42.148814
2388	24.751206	42.149888
1892	24.750775	42.14892
5839	24.749975	42.148733
2500	24.752632	42.150328
5598	24.75253	42.149739
5548	24.719028	42.141548
1859	24.789762	42.131073
1818	24.740862	42.136605
1816	24.737992	42.148565
5959	24.756417	42.141874
4630	24.754163	42.144252
5948	24.732502	42.145219
5550	24.750889	42.143679
2014	24.7556	42.144691
3585	24.749176	42.148575
2312	24.7566	42.144996
6011	24.745432	42.155892
4644	24.749277	42.145381
5485	24.745342	42.142564
5859	24.749568	42.135488
4052	24.785528	42.131263
5776	24.731507	42.150724
4632	24.746838	42.150992
5412	24.741001	42.139206
4634	24.738589	42.149176
5887	24.719028	42.141548
4635	24.799534	42.141928
5057	24.70805	42.133334
4591	24.748228	42.14914
3955	24.742113	42.158263
4829	24.736956	42.119401
2015	24.71632	42.131306
5963	24.750222	42.145398
5957	24.789709	42.131158
5405	24.756417	42.141874
2357	24.747324	42.147856
3018	24.757038	42.125399
5828	24.745058	42.143568
2018	24.747722	42.149999
4827	24.737267	42.147998
4830	24.750859	42.166472
3557	24.74335	42.141878
3591	24.741295	42.137589
3558	24.740106	42.142129
5474	24.741868	42.159893
2359	24.74141	42.139885
3595	24.732113	42.123594
2530	24.747939	42.149547
3561	24.745447	42.152116
5888	24.719028	42.141548
5807	24.739591	42.141211
5990	24.772201	42.147371
2019	24.748126	42.149258
5476	24.761378	42.140722
3596	24.736962	42.139319
2020	24.760964	42.146738
5862	24.755352	42.141497
5810	24.748029	42.149235
5919	24.733187	42.162132
4497	24.740896	42.163365
1974	24.749568	42.135488
2360	24.788864	42.150697
3273	24.747539	42.150099
4670	24.744291	42.140073
3597	24.747403	42.135781
3721	24.744841	42.155055
5804	24.747544	42.147173
3600	24.728612	42.124549
3564	24.728595	42.150242
3722	24.741868	42.159893
3602	24.74753	42.148868
3563	24.745198	42.142989
5984	24.755773	42.139704
3565	24.749676	42.144347
5784	24.75409	42.147087
3546	24.749676	42.144347
4824	24.722182	42.136848
3566	24.748604	42.145056
5633	24.747641	42.139491
5455	24.752893	42.144466
3976	24.751828	42.137852
3570	24.73504	42.140937
3571	24.750848	42.138939
3548	24.745557	42.143056
3572	24.76025	42.136274
3549	24.7544	42.13587
3272	24.749425	42.143612
5915	24.753688	42.136023
3573	24.75107	42.147629
4825	24.726637	42.147302
3552	24.730578	42.148798
3575	24.754025	42.144767
1972	24.747756	42.150141
3576	24.747815	42.149405
4086	24.738923	42.138277
3577	24.749644	42.144458
3028	24.735075	42.157916
3553	24.750015	42.138904
1899	24.747869	42.150912
3554	24.731549	42.150487
1900	24.743907	42.151134
5994	24.746126	42.157045
4826	24.72712	42.148925
3581	24.751689	42.139036
1902	24.748936	42.156225
3375	24.747328	42.150618
2369	24.693227	42.152552
5739	24.755962	42.141824
2364	24.742087	42.162828
4733	24.763182	42.161342
4662	24.748357	42.157554
2129	24.742886	42.149083
5922	24.770925	42.147819
2371	24.745935	42.142109
2372	24.763411	42.143096
3165	24.76507	42.142345
3036	24.747411	42.143558
5532	24.751134	42.141322
5958	24.744375	42.12128
3540	24.749434	42.1435
4663	24.740972	42.150318
4734	24.761081	42.14676
5529	24.744124	42.149904
3172	24.794557	42.131392
3494	24.729184	42.146769
3386	24.723061	42.146005
4802	24.749329	42.145256
3495	24.740562	42.159959
5995	24.742512	42.142485
5890	24.743102	42.157648
3033	24.744081	42.15684
4815	24.750132	42.145021
4816	24.637795	42.198712
4817	24.633597	42.197633
5576	24.767355	42.131558
2373	24.750067	42.143761
3035	24.753087	42.145356
3497	24.746874	42.155391
2311	24.7491	42.145054
3508	24.749434	42.1435
4797	24.764092	42.136012
5991	24.719028	42.141548
5996	24.763582	42.153371
4795	24.743907	42.151134
4735	24.744517	42.159842
5469	24.765088	42.14695
5989	24.741658	42.149769
3130	24.755012	42.148006
5892	24.749568	42.135488
5528	24.759763	42.140061
3499	24.728398	42.140376
3543	24.791544	42.139722
3500	24.759715	42.142455
3505	24.78577	42.144405
4736	24.754482	42.146439
5884	24.745113	42.151996
4796	24.750746	42.150806
3502	24.75437	42.150649
3037	24.749668	42.139841
4801	24.739407	42.141877
5893	24.740962	42.160036
2042	24.741614	42.149871
2043	24.753238	42.142871
2044	24.748484	42.157455
3065	24.748179	42.156926
4798	24.746679	42.150193
4799	24.740679	42.135182
2079	24.753445	42.148949
2081	24.751134	42.141322
1823	24.741292	42.150704
3103	24.748952	42.148229
3378	24.762162	42.162986
4639	24.794451	42.131645
3379	24.748384	42.147463
2322	24.74195	42.147959
4608	24.746255	42.152425
3066	24.749245	42.149661
2083	24.731585	42.122166
5880	24.701084	42.507524
2085	24.751878	42.125837
4739	24.754109	42.148387
2756	24.754429	42.156832
3510	24.749763	42.145691
3381	24.735075	42.157916
3978	24.737834	42.155456
2092	24.726636	42.145017
3382	24.752307	42.148814
2689	24.742216	42.163299
2093	24.71841	42.145992
5891	24.750419	42.148236
3104	24.748348	42.149002
2690	24.726545	42.129027
3105	24.759942	42.140162
4818	24.744067	42.14858
4819	24.730578	42.148798
3022	24.736869	42.12953
4807	24.744807	42.156496
4806	24.732113	42.123594
5066	24.756316	42.140339
5483	24.76538	42.136287
4804	24.747845	42.143687
4805	24.785538	42.131778
2691	24.747609	42.163439
3383	24.747811	42.136711
2091	24.761001	42.136288
4609	24.726856	42.146216
4611	24.74142	42.126958
2693	24.78107	42.128943
3520	24.743598	42.142274
3871	24.751919	42.142668
4619	24.738242	42.154679
5875	24.796861	42.134962
3387	24.751735	42.148119
3388	24.714956	42.146119
3389	24.752287	42.141988
2325	24.750504	42.144265
2695	24.736789	42.120623
3391	24.724168	42.132566
2696	24.74709	42.144114
4814	24.75199	42.143007
2759	24.694697	42.13694
2698	24.737853	42.162046
5985	24.788484	42.152711
3164	24.708834	42.130076
2699	24.714073	42.134936
2700	24.741124	42.16006
3394	24.742098	42.158494
3395	24.726249	42.150043
3396	24.755086	42.137353
3397	24.756867	42.162373
3398	24.764158	42.142348
2701	24.750197	42.145472
2702	24.738054	42.162064
2703	24.752187	42.149802
2746	24.765875	42.146701
4615	24.731845	42.141661
3126	24.750681	42.143954
4803	24.7544	42.13587
3712	24.742618	42.161751
2747	24.742787	42.161038
3512	24.741954	42.147294
2748	24.767936	42.144521
2750	24.725962	42.13215
2752	24.747419	42.147497
3525	24.753246	42.141864
2753	24.749186	42.147878
3526	24.754251	42.13668
2757	24.750481	42.140115
2326	24.748487	42.147402
4808	24.729109	42.148414
4809	24.755287	42.141748
3024	24.776892	42.149775
4616	24.750557	42.142594
4741	24.752932	42.147715
3513	24.75017	42.145537
2761	24.73954	42.137777
5858	24.747653	42.14741
2347	24.787589	42.142159
4617	24.751554	42.122167
3068	24.739106	42.137214
5614	24.753028	42.162082
2348	24.74141	42.139885
3404	24.747869	42.150912
3403	24.738445	42.1471
3409	24.739548	42.15677
3412	24.744649	42.130805
3110	24.739787	42.149532
3111	24.754159	42.135947
6091	24.740553	42.159736
2351	24.741241	42.146643
5876	24.745432	42.155892
3413	24.771133	42.147802
3025	24.75092	42.143622
3415	24.74569	42.15521
3416	24.75033	42.143985
2124	24.699462	42.140818
3530	24.786048	42.130072
3418	24.728948	42.146186
3419	24.747286	42.119932
2349	24.748505	42.128308
5510	24.656161	42.066194
3420	24.733754	42.158704
3521	24.749195	42.140222
3112	24.710272	42.113535
2352	24.741761	42.150379
3531	24.732134	42.127036
3423	24.747929	42.129035
5700	24.776614	42.126409
3422	24.756243	42.135951
2087	24.792663	42.130738
3424	24.754223	42.139176
3425	24.752625	42.148585
3532	24.742113	42.158263
3426	24.753052	42.141206
3517	24.752999	42.16324
2309	24.750165	42.148161
3713	24.724072	42.125973
3430	24.764462	42.142347
4811	24.733689	42.146187
3029	24.737881	42.130893
4800	24.772107	42.152902
3431	24.738758	42.134795
3432	24.739354	42.160487
4742	24.731635	42.127768
2760	24.763798	42.162763
3435	24.727805	42.144095
3872	24.752778	42.148009
3436	24.74195	42.147959
3106	24.731399	42.122496
3107	24.741448	42.151675
3440	24.745073	42.140069
3441	24.798645	42.132314
3442	24.796861	42.134962
3384	24.745219	42.148351
2308	24.745814	42.144578
3507	24.74939	42.145553
3113	24.749455	42.143147
3534	24.798645	42.132314
4820	24.747974	42.148836
3445	24.749759	42.164161
2365	24.75437	42.150649
3446	24.72056	42.139755
3447	24.745342	42.142564
3522	24.735939	42.141622
2367	24.789955	42.142342
4812	24.789167	42.130197
4813	24.78547	42.12854
5029	24.757198	42.160244
3535	24.745065	42.160773
3716	24.747389	42.13644
3451	24.74055	42.12443
4620	24.747539	42.150099
3030	24.740306	42.137668
3454	24.7509	42.144037
3456	24.758473	42.118058
5777	24.737024	42.157505
3484	24.743181	42.12969
3538	24.737113	42.148411
3458	24.766762	42.137565
3511	24.737296	42.124861
1901	24.751311	42.149628
4732	24.79476	42.140191
5896	24.719263	42.139532
3486	24.731385	42.159076
3519	24.753299	42.147619
3487	24.734301	42.148549
3174	24.692814	42.131283
3031	24.713423	42.145447
3488	24.747605	42.157157
2368	24.742255	42.139369
3392	24.745432	42.155892
3491	24.748836	42.14668
3492	24.739797	42.135285
3493	24.746265	42.126962
154	24.749425	42.143612
925	24.746118	42.148246
2826	24.750557	42.142594
5809	24.739898	42.150055
2113	24.744291	42.140073
2063	24.751068	42.138286
4127	23.298937	42.663603
4382	23.32835	42.700255
4937	23.322164	42.691143
5806	23.397472	42.646932
1953	23.318264	42.687633
4041	23.320652	42.678589
5645	23.324596	42.695701
4115	23.309234	42.698405
2423	23.323396	42.692961
5274	23.367006	42.687613
1860	23.332494	42.693238
5643	23.320957	42.693725
4073	23.367555	42.679771
5768	23.372636	42.655606
3967	23.321849	42.694345
5825	23.334113	42.707647
807	23.398496	42.646352
4085	23.323629	42.692655
4522	23.366588	42.631833
5475	23.378056	42.646508
3931	23.266128	42.644653
3690	23.335207	42.698554
2831	23.332142	42.694516
5845	23.327228	42.695607
3648	23.326294	42.672475
4856	23.334436	42.694459
510	23.329572	42.694556
642	23.327843	42.695606
2516	23.324705	42.694158
5536	23.327956	42.702328
1172	23.379589	42.64245
5696	23.324553	42.691429
3793	23.329824	42.696149
1138	23.326407	42.692576
5419	23.326645	42.697269
1176	23.347126	42.695021
4242	23.399873	42.663376
4170	23.343583	42.691446
4147	23.320614	42.672629
3044	23.322221	42.695278
637	23.302578	42.675043
686	23.355636	42.68135
688	23.365286	42.684535
534	23.339993	42.651464
1198	23.343026	42.644074
4955	23.328238	42.659218
4529	23.309638	42.699768
3180	23.395254	42.649121
1334	23.350906	42.670295
4581	23.319661	42.698799
4121	23.316332	42.68672
4354	23.326044	42.698279
3989	23.309234	42.698405
5579	23.319474	42.689126
5505	23.327843	42.695606
3283	23.318832	42.689297
2902	23.251077	42.718703
5902	23.337393	42.693789
4844	23.344366	42.687699
3828	23.354432	42.68056
5905	23.331626	42.693608
856	23.31332	42.698486
3247	23.334525	42.688169
3918	23.347081	42.694918
1292	23.338348	42.695411
4322	23.348693	42.616677
4756	23.25323	42.677549
1297	23.317415	42.712855
2515	23.24949	42.714866
3740	23.322145	42.701213
2686	23.324507	42.69465
3629	23.344819	42.68346
2539	23.319494	42.685567
3677	23.284095	42.661472
4850	23.324123	42.693887
4550	23.352001	42.681008
4539	23.305667	42.709555
1119	23.267615	42.656004
5473	23.340695	42.694992
3946	23.320925	42.69445
3671	23.162603	42.684563
4851	23.327671	42.693664
2866	23.334783	42.693465
